timestamp,maquina_id,temperatura_motor,vibracion_eje,fallo
2026-01-01 00:00:00,EXCAV-05,75.58225953533793,2.8795661976626623,0
2026-01-01 01:00:00,TBM-01,65.02859860306755,4.129777072949736,0
2026-01-01 02:00:00,EXCAV-05,78.24548190935806,1.7724797972798452,0
2026-01-01 03:00:00,EXCAV-05,74.39714268661035,2.6257064866482533,0
2026-01-01 04:00:00,TBM-01,72.13262343760309,2.1548599114574754,0
2026-01-01 05:00:00,TBM-01,64.10923605550083,1.1201170446342459,0
2026-01-01 06:00:00,EXCAV-05,68.07874403318,2.7255873827415704,0
2026-01-01 07:00:00,TBM-02,84.06469470990908,2.6904272424550446,0
2026-01-01 08:00:00,EXCAV-05,81.01100625149257,4.162104768917918,0
2026-01-01 09:00:00,EXCAV-05,63.269337062417385,3.3677305160992996,0
2026-01-01 10:00:00,EXCAV-05,76.1919876651507,1.8782318581037154,0
2026-01-01 11:00:00,EXCAV-05,84.01664548046146,4.468683309700769,0
2026-01-01 12:00:00,TBM-01,54.967136626543535,3.8989303259728176,0
2026-01-01 13:00:00,EXCAV-05,81.52032230855922,3.323887933121754,0
2026-01-01 14:00:00,TBM-02,67.04851489264983,2.596164311035151,0
2026-01-01 15:00:00,TBM-01,81.8471840231179,1.936504686948868,0
2026-01-01 16:00:00,TBM-02,65.84089012148979,2.465013901536052,0
2026-01-01 17:00:00,TBM-02,53.34141479202577,3.779873757733767,0
2026-01-01 18:00:00,TBM-02,55.46949074540205,4.496127675341148,0
2026-01-01 19:00:00,TBM-02,75.57701935993659,4.18891917544497,0
2026-01-01 20:00:00,TBM-01,78.11667002065778,2.360035520392353,0
2026-01-01 21:00:00,TBM-01,64.1482004987471,1.7923443100398897,0
2026-01-01 22:00:00,TBM-02,82.66310950532849,2.9267976222200836,0
2026-01-01 23:00:00,TBM-02,55.06175925277248,1.2084045709934332,0
2026-01-02 00:00:00,TBM-01,74.2070424162322,3.090850942766303,0
2026-01-02 01:00:00,TBM-01,60.46780560285052,2.667157672331198,0
2026-01-02 02:00:00,TBM-01,67.1779667063741,2.380567148318582,0
2026-01-02 03:00:00,EXCAV-05,75.56878405579697,1.364767239459884,0
2026-01-02 04:00:00,EXCAV-05,64.67503961659257,3.2622400959127447,0
2026-01-02 05:00:00,EXCAV-05,70.3853334692421,2.32056924430428,0
2026-01-02 06:00:00,TBM-02,87.07551371057329,1.7470748478607405,0
2026-01-02 07:00:00,EXCAV-05,68.07729756572222,0.21496400804651516,0
2026-01-02 08:00:00,TBM-02,85.0283053447817,2.775236585454427,0
2026-01-02 09:00:00,TBM-02,61.44351774410858,4.39502643700277,0
2026-01-02 10:00:00,EXCAV-05,81.35765013498339,4.295133293093083,0
2026-01-02 11:00:00,TBM-02,92.2988234478948,2.388613369072355,0
2026-01-02 12:00:00,EXCAV-05,45.34026599847253,2.2580091456743974,0
2026-01-02 13:00:00,EXCAV-05,65.43725693435428,3.221896830467521,0
2026-01-02 14:00:00,TBM-01,81.92486552616649,1.9014531047305376,0
2026-01-02 15:00:00,EXCAV-05,72.56345536748408,3.0716127098375194,0
2026-01-02 16:00:00,TBM-01,79.45375048045571,3.4894722505462212,0
2026-01-02 17:00:00,EXCAV-05,67.75217775941016,3.9042399014958766,0
